as_of,geo_value,signal,source,time_type,time_value,issue,value,target_end_date
2025-03-12,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-09,679.0,2025-03-01
2025-03-12,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-09,464.0,2025-03-08
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-16,15.0,2024-10-19
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-16,10.0,2024-10-26
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-16,16.0,2024-11-02
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-16,26.0,2024-11-09
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-16,26.0,2024-11-16
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-16,35.0,2024-11-23
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-16,46.0,2024-11-30
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-16,68.0,2024-12-07
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-16,140.0,2024-12-14
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-16,192.0,2024-12-21
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-16,371.0,2024-12-28
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-16,653.0,2025-01-04
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-16,464.0,2025-01-11
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-16,480.0,2025-01-18
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-16,685.0,2025-01-25
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-16,1081.0,2025-02-01
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-16,1302.0,2025-02-08
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-16,1174.0,2025-02-15
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-16,865.0,2025-02-22
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-16,679.0,2025-03-01
2025-03-19,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-16,464.0,2025-03-08
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-23,15.0,2024-10-19
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-23,10.0,2024-10-26
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-23,16.0,2024-11-02
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-23,26.0,2024-11-09
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-23,26.0,2024-11-16
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-23,35.0,2024-11-23
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-23,46.0,2024-11-30
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-23,68.0,2024-12-07
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-23,140.0,2024-12-14
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-23,192.0,2024-12-21
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-23,371.0,2024-12-28
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-23,669.0,2025-01-04
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-23,464.0,2025-01-11
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-23,493.0,2025-01-18
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-23,685.0,2025-01-25
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-23,1083.0,2025-02-01
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-23,1315.0,2025-02-08
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-23,1190.0,2025-02-15
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-23,896.0,2025-02-22
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-23,714.0,2025-03-01
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-23,556.0,2025-03-08
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-23,514.0,2025-03-15
2025-03-26,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-23,325.0,2025-03-22
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-30,15.0,2024-10-19
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-30,10.0,2024-10-26
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-30,16.0,2024-11-02
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-30,26.0,2024-11-09
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-30,26.0,2024-11-16
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-30,35.0,2024-11-23
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-30,46.0,2024-11-30
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-30,68.0,2024-12-07
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-30,140.0,2024-12-14
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-30,192.0,2024-12-21
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-30,371.0,2024-12-28
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-30,669.0,2025-01-04
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-30,464.0,2025-01-11
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-30,493.0,2025-01-18
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-30,685.0,2025-01-25
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-30,1083.0,2025-02-01
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-30,1315.0,2025-02-08
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-30,1190.0,2025-02-15
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-30,896.0,2025-02-22
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-30,714.0,2025-03-01
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-30,556.0,2025-03-08
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-30,514.0,2025-03-15
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-30,339.0,2025-03-22
2025-04-02,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-03-30,196.0,2025-03-29
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-06,15.0,2024-10-19
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-06,10.0,2024-10-26
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-06,16.0,2024-11-02
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-06,26.0,2024-11-09
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-06,26.0,2024-11-16
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-06,35.0,2024-11-23
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-06,46.0,2024-11-30
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-06,68.0,2024-12-07
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-06,140.0,2024-12-14
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-06,192.0,2024-12-21
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-06,371.0,2024-12-28
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-06,669.0,2025-01-04
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-06,464.0,2025-01-11
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-06,493.0,2025-01-18
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-06,685.0,2025-01-25
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-06,1083.0,2025-02-01
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-06,1315.0,2025-02-08
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-06,1190.0,2025-02-15
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-06,896.0,2025-02-22
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-06,714.0,2025-03-01
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-06,556.0,2025-03-08
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-06,514.0,2025-03-15
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-06,339.0,2025-03-22
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-06,199.0,2025-03-29
2025-04-09,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-06,135.0,2025-04-05
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-13,15.0,2024-10-19
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-13,10.0,2024-10-26
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-13,16.0,2024-11-02
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-13,26.0,2024-11-09
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-13,26.0,2024-11-16
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-13,35.0,2024-11-23
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-13,46.0,2024-11-30
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-13,68.0,2024-12-07
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-13,140.0,2024-12-14
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-13,192.0,2024-12-21
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-13,371.0,2024-12-28
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-13,669.0,2025-01-04
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-13,464.0,2025-01-11
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-13,493.0,2025-01-18
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-13,685.0,2025-01-25
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-13,1083.0,2025-02-01
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-13,1315.0,2025-02-08
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-13,1190.0,2025-02-15
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-13,896.0,2025-02-22
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-13,714.0,2025-03-01
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-13,556.0,2025-03-08
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-13,514.0,2025-03-15
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-13,339.0,2025-03-22
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-13,199.0,2025-03-29
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-13,143.0,2025-04-05
2025-04-16,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-13,60.0,2025-04-12
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-20,15.0,2024-10-19
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-20,10.0,2024-10-26
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-20,16.0,2024-11-02
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-20,26.0,2024-11-09
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-20,26.0,2024-11-16
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-20,35.0,2024-11-23
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-20,46.0,2024-11-30
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-20,68.0,2024-12-07
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-20,140.0,2024-12-14
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-20,192.0,2024-12-21
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-20,371.0,2024-12-28
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-20,669.0,2025-01-04
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-20,464.0,2025-01-11
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-20,493.0,2025-01-18
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-20,685.0,2025-01-25
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-20,1083.0,2025-02-01
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-20,1315.0,2025-02-08
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-20,1190.0,2025-02-15
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-20,896.0,2025-02-22
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-20,714.0,2025-03-01
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-20,556.0,2025-03-08
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-20,514.0,2025-03-15
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-20,339.0,2025-03-22
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-20,199.0,2025-03-29
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-20,143.0,2025-04-05
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-20,80.0,2025-04-12
2025-04-23,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-20,54.0,2025-04-19
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-27,15.0,2024-10-19
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-27,10.0,2024-10-26
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-27,16.0,2024-11-02
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-27,26.0,2024-11-09
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-27,26.0,2024-11-16
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-27,35.0,2024-11-23
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-27,46.0,2024-11-30
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-27,68.0,2024-12-07
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-27,140.0,2024-12-14
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-27,192.0,2024-12-21
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-27,371.0,2024-12-28
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-27,669.0,2025-01-04
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-27,464.0,2025-01-11
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-27,493.0,2025-01-18
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-27,685.0,2025-01-25
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-27,1083.0,2025-02-01
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-27,1315.0,2025-02-08
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-27,1190.0,2025-02-15
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-27,896.0,2025-02-22
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-27,714.0,2025-03-01
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-27,556.0,2025-03-08
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-27,514.0,2025-03-15
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-27,339.0,2025-03-22
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-27,199.0,2025-03-29
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-27,143.0,2025-04-05
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-27,84.0,2025-04-12
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-27,56.0,2025-04-19
2025-04-30,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-04-27,37.0,2025-04-26
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-05-04,15.0,2024-10-19
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-05-04,10.0,2024-10-26
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-05-04,16.0,2024-11-02
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-05-04,26.0,2024-11-09
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-05-04,26.0,2024-11-16
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-05-04,35.0,2024-11-23
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-05-04,46.0,2024-11-30
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-05-04,68.0,2024-12-07
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-05-04,140.0,2024-12-14
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-05-04,192.0,2024-12-21
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-05-04,371.0,2024-12-28
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-05-04,669.0,2025-01-04
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-05-04,464.0,2025-01-11
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-05-04,493.0,2025-01-18
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-05-04,685.0,2025-01-25
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-05-04,1083.0,2025-02-01
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-05-04,1315.0,2025-02-08
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-05-04,1190.0,2025-02-15
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-05-04,896.0,2025-02-22
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-05-04,714.0,2025-03-01
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-05-04,556.0,2025-03-08
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-05-04,514.0,2025-03-15
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-05-04,339.0,2025-03-22
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-05-04,199.0,2025-03-29
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-04,143.0,2025-04-05
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-04,84.0,2025-04-12
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-04,56.0,2025-04-19
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-05-04,45.0,2025-04-26
2025-05-07,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-27,2025-05-04,31.0,2025-05-03
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-05-11,15.0,2024-10-19
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-05-11,10.0,2024-10-26
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-05-11,16.0,2024-11-02
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-05-11,26.0,2024-11-09
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-05-11,26.0,2024-11-16
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-05-11,35.0,2024-11-23
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-05-11,46.0,2024-11-30
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-05-11,68.0,2024-12-07
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-05-11,140.0,2024-12-14
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-05-11,192.0,2024-12-21
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-05-11,371.0,2024-12-28
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-05-11,669.0,2025-01-04
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-05-11,464.0,2025-01-11
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-05-11,493.0,2025-01-18
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-05-11,685.0,2025-01-25
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-05-11,1083.0,2025-02-01
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-05-11,1315.0,2025-02-08
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-05-11,1190.0,2025-02-15
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-05-11,896.0,2025-02-22
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-05-11,714.0,2025-03-01
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-05-11,556.0,2025-03-08
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-05-11,514.0,2025-03-15
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-05-11,339.0,2025-03-22
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-05-11,199.0,2025-03-29
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-11,143.0,2025-04-05
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-11,84.0,2025-04-12
2025-05-14,va,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-11,56.0,2025-04-19
